CMS Certification Number (CCN),Network,Facility Name,Five Star,Address Line 1,City/Town,State,ZIP Code,County/Parish,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Patient Survival Category Text,Number of Patients included in survival summary,Mortality Rate (Facility),Patient hospitalization category text,Hospitalization Rate (Facility),Patient Hospital Readmission Category,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Patient Transfusion category text,Transfusion Rate (Facility),Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,Standardized ED visits ratio (Facility),Standardized ED visits within 30 days of hospital discharge ratio (Facility),Standard Infection Ratio,Fistula Category Text,Fistula Rate (Facility),Healthcare worker COVID-19 vaccination adherence percentage,Number of Dialysis Patients with Hgb data,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL
422547,6,DaVita Santee Dialysis,3,228 BRADFORD BLVD,SANTEE,SC,29142,Orangeburg,Profit,Yes,DaVita,No,24,Yes,No,No,As Expected,222,24.9,Better than Expected,51.9,As Expected,16,33.6,Not Available,,15,,As Expected,45,9.3,0.75,0.53,0,As Expected,41.9,0,10,523,1,9,23,30,19,19
182627,9,DaVita Kentucky Wildcat Specialty Dialysis PD,3,"2130 NICHOLASVILLE ROAD, SUITE 5",LEXINGTON,KY,40503,Fayette,Profit,Yes,DaVita,No,6,Yes,Yes,Yes,As Expected,242,19.8,As Expected,166,As Expected,47,33.4,As Expected,66.6,28,0.43,As Expected,87,29.9,1.02,1.65,0.3,As Expected,60.1,0,11,770,0,6,20,28,28,19
212704,5,FMC - Brightseat,4,835 Brightseat Road,HYATTSVILLE,MD,20785,Prince Georges,Profit,Yes,Fresenius Medical Care,No,13,Yes,Yes,Yes,As Expected,168,18.1,As Expected,122.7,As Expected,31,20.6,As Expected,15.5,11,,As Expected,35,14.2,0.78,1.81,0.49,As Expected,54,0,10,378,1,10,22,36,20,12
182572,9,DaVita Lagrange Dialysis,5,240 PARKER DRIVE,LA GRANGE,KY,40031,Oldham,Profit,Yes,DaVita,No,12,Yes,No,No,As Expected,72,16.5,As Expected,76.8,Not Available,5,,Not Available,,9,,As Expected,16,16.2,0.71,,0,As Expected,68.8,,5,221,0,6,24,28,23,19
182592,9,DaVita Meadows East Dialysis,2,2529 SIX MILE LANE,LOUISVILLE,KY,40220,Jefferson,Profit,Yes,DaVita,Yes,12,Yes,No,No,As Expected,215,19.2,As Expected,119,As Expected,45,24.9,Not Available,,23,0.47,Worse than Expected,25,0,0.71,1.48,0,As Expected,54.7,0,13,417,1,5,21,36,23,15
672639,14,FRESENIUS KIDNEY CARE  FT. STOCKTON,3,387 INTERSTATE 10 W,FORT STOCKTON,TX,79735,Pecos,Profit,Yes,Fresenius Medical Care,No,8,Yes,No,No,As Expected,201,26.9,As Expected,129.7,As Expected,41,34.4,As Expected,24.9,16,,As Expected,48,11.8,1.49,1.42,0.3,As Expected,72,0,23,503,0,24,28,23,17,8
852551,6,DaVita Duluth Dialysis,3,"3170 Peachtree Industrial Blvd, Ste 100",Duluth,GA,30097,Gwinnett,Profit,Yes,DaVita,No,13,Yes,Yes,No,As Expected,145,16.3,As Expected,196.6,Worse than Expected,48,41.5,As Expected,45.3,26,2.62,As Expected,62,34.8,1.1,0.88,0.24,As Expected,51.3,0,12,528,1,6,23,34,20,16
442629,8,FMC ELK RIVER DIALYSIS,2,2218 Thornton Taylor Road,FAYETTEVILLE,TN,37334,Lincoln,Profit,Yes,Fresenius Medical Care,No,12,Yes,No,No,As Expected,167,23.5,As Expected,202.8,Worse than Expected,40,45.5,As Expected,52.6,16,,As Expected,34,18.7,1.46,1.09,0,As Expected,46.7,0,13,370,1,4,20,31,32,12
192564,13,FMCNA - DELHI DIALYSIS CTR,2,307 DETROIT ST,DELHI,LA,71232,Richland,Profit,Yes,Fresenius Medical Care,No,14,Yes,No,No,As Expected,224,12.2,As Expected,136.6,As Expected,41,31.5,As Expected,56.7,16,,As Expected,38,8,2.07,0.64,0.62,As Expected,50.7,0,18,481,0,8,27,26,22,16
672778,14,REGIONAL DIALYSIS CENTER OF LANCASTER LLC,3,2500 W PLEASANT RUN RD,LANCASTER,TX,75146,Dallas,Profit,Yes,American Renal Associates,Yes,24,Yes,No,No,As Expected,446,18.1,As Expected,128.2,As Expected,69,31.2,As Expected,47.9,48,1.32,As Expected,88,18.5,1.39,0.91,0.13,As Expected,48.4,33,30,1047,1,3,26,44,18,8
192763,13,Ochsner Kidney Care - Marrero,3,1201 Barataria Blvd,Marrero,LA,70072,Jefferson,Profit,No,Independent,No,15,Yes,Yes,Yes,As Expected,47,23.9,As Expected,146,As Expected,27,39.8,Not Available,,6,,As Expected,30,20.6,1.21,2.8,,As Expected,68.5,0,8,346,1,7,21,28,32,13
222600,1,Davita - Mystic River Home Training,,712 Fellsway Medford,Medford,MA,2155,Middlesex,Profit,Yes,DaVita,No,4,No,Yes,No,Not Available,8,,Not Available,,Not Available,6,,Not Available,,0,,Not Available,9,,,,,Not Available,,,6,126,11,11,19,29,32,9
152518,9,FMC - NORTHEAST INDIANA KIDNEY CENTER-WARSAW,3,3334 LAKE CITY HIGHWAY,WARSAW,IN,46580,Kosciusko,Profit,Yes,Fresenius Medical Care,Yes,12,Yes,Yes,Yes,As Expected,308,15,As Expected,137.4,As Expected,64,26.8,As Expected,38.3,15,,As Expected,57,14.4,1.03,0.91,0,As Expected,53.4,0,18,684,0,5,22,29,28,16
312668,3,Dialyze Direct Neptune,,3297 STATE ROUTE 66,NEPTUNE,NJ,7753,Monmouth,Profit,No,Independent,No,7,No,No,Yes,Not Available,4,,Not Available,,Not Available,0,,Not Available,,1,,Not Available,0,,,,,Not Available,,,0,5,,,,,,
492664,5,RACEWAY DIALYSIS CENTER,1,500 EAST LABURNUM AVE,RICHMOND,VA,23222,Richmond City,Profit,Yes,American Renal Associates,No,17,Yes,No,No,As Expected,167,23.6,As Expected,72.7,Not Available,10,,Not Available,,21,0,As Expected,31,0.7,1.59,1.39,0,As Expected,50.1,0,4,302,3,5,24,24,24,23
392851,4,FKC Newberry Commons,1,345 Newberry Parkway,Etters,PA,17319,York,Profit,Yes,Fresenius Medical Care,No,17,Yes,Yes,Yes,As Expected,77,23.7,As Expected,145,As Expected,13,11.6,Not Available,,9,,As Expected,27,18.5,0.72,,0,As Expected,32.8,0,9,307,6,11,27,29,18,15
462556,15,US Renal Care Ogden Dialysis,2,4345 Harrison Blvd,Ogden,UT,84403,Weber,Profit,Yes,"US Renal Care, Inc.",No,12,Yes,Yes,No,As Expected,102,16.4,As Expected,120.3,As Expected,35,24.3,Not Available,,34,1.36,As Expected,50,8.5,0.81,1.45,0,As Expected,52.5,,9,435,0,10,25,22,26,17
382584,16,DaVita Cape Arago Dialysis,2,1935 Thompson Rd,Coos Bay,OR,97420,Coos,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,159,20.9,As Expected,134.9,As Expected,52,28.5,As Expected,34.1,39,0.72,As Expected,46,11.9,0.8,1.3,0,As Expected,56.7,0,32,576,1,6,24,27,27,17
32599,15,032599 AHWATUKEE DIALYSIS (FMC),3,15930 48th Street,PHOENIX,AZ,85048,Maricopa,Profit,Yes,Fresenius Medical Care,No,16,Yes,No,No,As Expected,316,20.4,As Expected,133.7,As Expected,62,24.3,As Expected,6.6,58,0,As Expected,99,9.3,0.77,0.99,0.41,As Expected,65.7,0,25,924,2,7,18,26,30,19
192608,13,DaVita Memorial Diaysis Center,2,4427 S ROBERTSON ST - 2ND FLOOR,NEW ORLEANS,LA,70115,Orleans,Profit,Yes,DaVita,No,22,Yes,Yes,Yes,As Expected,455,25.2,As Expected,168.5,As Expected,88,30,As Expected,53.8,49,1.08,As Expected,111,16.9,1.29,0.94,0.12,As Expected,56.6,2,25,1049,2,7,19,24,26,24
392711,4,FKC South Allentown,4,2820 Mitchell Avenue,Allentown,PA,18103,Lehigh,Profit,Yes,Fresenius Medical Care,Yes,16,Yes,Yes,No,As Expected,285,16.8,As Expected,123.5,As Expected,40,25.5,As Expected,34.6,19,,As Expected,48,22.8,0.6,0.4,0.82,As Expected,65,0,11,449,0,9,24,28,28,11
142574,10,FMC - PEORIA DOWNTOWN,1,410 W ROMEO B GARRETT AVE.,PEORIA,IL,61605,Peoria,Profit,Yes,Fresenius Medical Care,No,32,Yes,No,No,As Expected,519,20.7,As Expected,190.1,As Expected,136,33.8,As Expected,24.9,32,0.44,As Expected,102,6.1,1.75,1.5,1.69,As Expected,47.8,0,31,1106,1,7,21,25,24,22
142821,10,FMC - HUMBOLDT PARK,3,3520 WEST GRAND AVE,CHICAGO,IL,60651,Cook,Profit,Yes,Fresenius Medical Care,No,34,Yes,Yes,No,As Expected,429,21.3,As Expected,123,As Expected,64,19.8,As Expected,25.6,53,0.39,As Expected,135,10.8,0.78,0.32,0.43,As Expected,62,0,43,1524,2,12,27,33,19,10
232698,11,DaVita Bad Axe,2,897 N VAN DYKE RD,BAD AXE,MI,48413,Huron,Profit,Yes,DaVita,No,13,Yes,Yes,No,As Expected,183,19.9,As Expected,160.6,As Expected,45,24.9,As Expected,65.9,19,,As Expected,36,4.8,1.03,1.18,0.32,As Expected,70.5,0,17,490,1,5,18,27,26,24
422635,6,KEOWEE DIALYSIS,1,537 Hwy 123,SENECA,SC,29678,Oconee,Profit,Yes,American Renal Associates,No,17,Yes,Yes,Yes,As Expected,277,26.4,As Expected,169.8,As Expected,89,36.7,Worse than Expected,69.8,38,0.99,As Expected,86,11.6,0.8,0.67,0.46,As Expected,57.1,8,18,750,2,8,27,26,23,16
332798,2,DaVita Long Island City Dialysis,4,30-46 Northern Blvd,Long Island City,NY,11101,Queens,Profit,Yes,DaVita,No,16,Yes,No,No,As Expected,54,7.6,As Expected,178,As Expected,12,28.5,Not Available,,12,,As Expected,26,26.7,,1.15,0,As Expected,76.8,0,4,242,3,7,24,27,27,15
682526,7,DaVita Jacksonville Arlington Dialysis,,929 UNIVERSITY BLVD N,JACKSONVILLE,FL,32211,Duval,Profit,Yes,DaVita,No,16,Yes,Yes,Yes,Not Available,,,Not Available,,Not Available,,,Not Available,,,,As Expected,77,8.7,,,,As Expected,52.2,3,24,748,2,8,19,25,28,19
672505,14,FMC OF FOREST PARK,1,2223 Singleton Blvd,Dallas,TX,75212,Dallas,Profit,Yes,Fresenius Medical Care,No,31,Yes,No,No,As Expected,265,23.9,As Expected,144.3,As Expected,48,29,As Expected,18.9,37,0,As Expected,82,2.8,0.74,1.39,0.27,As Expected,56,0,15,854,2,8,16,24,29,23
152668,9,DaVita Irish at Home,2,4350 SOUTH IRONWOOD DR,SOUTH BEND,IN,46614,St Joseph,Profit,Yes,DaVita,No,20,Yes,Yes,Yes,As Expected,365,18.8,As Expected,140.8,As Expected,86,24,As Expected,35.2,58,1.13,As Expected,101,12.9,0.89,1.51,0.22,As Expected,56.3,0,27,996,2,4,17,22,31,27
362801,9,DaVita Steubenville Home Training Center,,1799 SINCLAIR AVENUE SUITE 2,STEUBENVILLE,OH,43952,Jefferson,Profit,Yes,DaVita,No,6,No,Yes,Yes,As Expected,64,17.8,As Expected,69,Not Available,4,,Not Available,,7,,As Expected,18,24.1,0.15,,,Not Available,,,3,180,0,8,26,27,31,8
152583,9,FMC - HUNTINGTON DIALYSIS,3,"2859 NORTH PARK AVENUE, Ste. 111 & 112",HUNTINGTON,IN,46750,Huntington,Profit,Yes,Fresenius Medical Care,No,12,Yes,No,No,As Expected,199,15.6,As Expected,131.5,As Expected,52,33,As Expected,36,35,,As Expected,38,10.6,1.51,1.24,0.54,As Expected,68.5,0,15,426,0,8,27,25,25,16
392513,4,DaVita Philadelphia West Dialysis,3,7609 Lindbergh Boulevard,Philadelphia,PA,19153,Philadelphia,Profit,Yes,DaVita,Yes,24,Yes,No,No,As Expected,322,22.9,As Expected,136.5,As Expected,81,30.9,As Expected,35.2,26,0.97,As Expected,113,20.2,0.8,0.79,0.09,As Expected,50.2,4,34,1203,1,9,16,24,29,22
672877,14,FKC Laredo Medical Loop,4,2441 Monarch Dr.,LAREDO,TX,78045,Webb,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,78,14,As Expected,117.3,As Expected,25,16.5,Not Available,,14,,As Expected,53,21.7,0.92,0.78,0.64,As Expected,61.2,0,1,377,2,7,23,38,21,11
182570,9,DaVita Louisville Dialysis,3,8037 DIXIE HIGHWAY,LOUISVILLE,KY,40258,Jefferson,Profit,Yes,DaVita,No,24,Yes,Yes,Yes,As Expected,231,22,As Expected,79.9,As Expected,35,24,Not Available,,27,,As Expected,55,2.7,1.09,0.49,0,As Expected,64.7,0,9,474,2,5,18,22,30,27
452644,14,CLEBURNE DIALYSIS CENTER,2,160 JACK BURTON RD,CLEBURNE,TX,76031,Johnson,Profit,Yes,Fresenius Medical Care,No,24,Yes,No,No,As Expected,361,20,As Expected,144.4,As Expected,81,27,As Expected,21.7,43,0.37,As Expected,78,9.7,1.58,1.62,0.11,As Expected,55,0,22,817,0,6,23,31,28,12
362823,9,DaVita Heart of Marion Dialysis,2,1221 DELAWARE AVENUE,MARION,OH,43302,Marion,Profit,Yes,DaVita,No,13,Yes,Yes,Yes,As Expected,105,24,As Expected,156.8,Better than Expected,27,6.7,Not Available,,18,,As Expected,26,15.9,0.81,1.08,0.69,As Expected,50.2,0,5,226,1,7,31,22,22,18
392683,4,DCI Indiana,3,870 Hospital Road,Indiana,PA,15701,Indiana,Non-profit,Yes,"Dialysis Clinic, Inc.",No,22,Yes,Yes,No,As Expected,278,24.2,As Expected,165.2,As Expected,60,20,Not Available,,26,,As Expected,45,16.7,1.08,1.13,0,As Expected,63.3,4,11,603,0,14,28,30,22,7
852540,6,DaVita Camilla Dialysis,3,251 US Highway 19 N,CAMILLA,GA,31730,Mitchell,Profit,Yes,DaVita,No,19,Yes,No,No,As Expected,268,20.9,As Expected,109.4,As Expected,50,27.6,As Expected,5.9,24,0.44,As Expected,59,8.7,1.4,1.05,0.32,As Expected,59,0,18,721,2,13,18,19,30,21
372552,13,FMCNA - PONCA CITY,3,1208 E HARTFORD,PONCA CITY,OK,74601,Kay,Profit,Yes,Fresenius Medical Care,No,12,Yes,Yes,Yes,As Expected,278,29.4,As Expected,118.7,As Expected,37,24.2,As Expected,9.5,33,0,As Expected,65,5.3,1.15,1.29,0.17,As Expected,70.3,0,20,653,0,7,22,31,21,19
52855,18,FMC DIALYSIS SERVICES RANCHO CUCAMONGA,3,"10532 Acacia Street, Suite B2-B3",Rancho Cucamonga,CA,91730,San Bernardino,Profit,Yes,Fresenius Medical Care,No,25,Yes,Yes,Yes,As Expected,576,18.3,As Expected,116.5,As Expected,85,18.8,As Expected,19.7,32,0,As Expected,129,23.4,0.99,0.8,0.35,As Expected,64.1,0,15,1645,2,8,25,36,20,11
492691,5,DaVita Newington Home Training,4,8520 CINDER BED RD,LORTON,VA,22079,Fairfax,Profit,Yes,DaVita,No,4,No,Yes,Yes,As Expected,81,27.9,As Expected,80.9,Not Available,8,,Not Available,,3,,As Expected,23,23.1,,0.25,,Better than Expected,78.9,3,4,218,0,14,27,25,24,10
342638,6,DaVita Southern Pines Dialysis Center,3,209 WINDSTAR PLACE,SOUTHERN PINES,NC,28387,Moore,Profit,Yes,DaVita,No,15,Yes,No,No,As Expected,235,23.3,As Expected,103.6,As Expected,48,17.3,Not Available,,28,0,As Expected,53,8.8,0.62,0.71,0.2,As Expected,66.5,5,18,560,1,7,23,26,27,16
672602,14,FRESENIUS MEDICAL CARE BRAZOS,3,"1730 B F TERRY BLVD, STE 1102",ROSENBERG,TX,77471,Fort Bend,Profit,Yes,Fresenius Medical Care,Yes,21,Yes,Yes,No,As Expected,192,18.2,As Expected,136.2,As Expected,53,20.5,As Expected,9.8,28,,As Expected,51,21.8,0.7,0.59,0.18,As Expected,51.7,0,16,505,0,6,28,38,16,13
362529,9,FMC- DIALYSIS & NEPHROLOGY ASSOC OF NE OHIO,,1050 NORTH ABBE ROAD,ELYRIA,OH,44035,Lorain,Profit,Yes,Fresenius Medical Care,No,0,No,Yes,Yes,As Expected,52,31.7,As Expected,105.6,As Expected,13,7.2,Not Available,,5,,As Expected,15,18,,,,Not Available,,0,2,151,5,3,23,28,34,12
182602,9,FMC - WINCHESTER,3,1145 W. LEXINGTON AVE.,WINCHESTER,KY,40391,Clark,Profit,Yes,Fresenius Medical Care,No,16,Yes,Yes,Yes,As Expected,327,23.6,As Expected,166,As Expected,113,29.5,As Expected,11.9,37,,As Expected,70,13.5,1.58,2.61,0,As Expected,71.9,0,18,685,0,8,23,22,25,23
12599,8,FMC PORT CITY,2,"201 ST. JOSEPH STREET, SUITE B",MOBILE,AL,36602,Mobile,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,As Expected,311,23.1,As Expected,111.5,As Expected,39,28.4,Not Available,,35,0.28,As Expected,57,4.1,,0.83,0,As Expected,43.3,0,4,600,0,8,19,30,18,24
32653,15,032653-Fresenius Kidney Care Westgate Home,4,6622 N 91st Avenue,Glendale,AZ,85305,Maricopa,Profit,Yes,Fresenius Medical Care,No,1,No,Yes,Yes,As Expected,332,22.9,As Expected,201.8,As Expected,83,38.5,As Expected,17.2,20,2.84,As Expected,139,21.2,0.73,0.65,,As Expected,78.3,0,20,1031,0,5,19,25,31,21
32659,15,Fresenius Kidney Care Prescott Valley East,3,7862 E Florentine Rd,Prescott Valley,AZ,86314,Yavapai,Profit,Yes,Fresenius Medical Care,No,16,Yes,Yes,Yes,As Expected,294,19.9,As Expected,132.5,As Expected,56,34.3,As Expected,21.2,30,0,As Expected,74,11.3,0.89,1.5,0.26,As Expected,69.5,0,14,844,2,8,22,33,23,15
452544,14,SOUTHSIDE KIDNEY DISEASE CLINIC,5,1335 SE MILITARY DR,SAN ANTONIO,TX,78214,Bexar,Profit,Yes,Fresenius Medical Care,No,15,Yes,No,No,As Expected,264,21.4,As Expected,98.2,As Expected,40,14.5,Not Available,,39,,As Expected,64,12.6,1.09,2.07,0,As Expected,74.5,0,7,722,0,5,21,29,26,20
332712,2,"BUSHWICK CENTER FOR RENAL DIALYSIS, LLC",2,51 GEORGIA AVENUE,BROOKLYN,NY,11207,Kings,Profit,No,Independent,No,20,Yes,No,No,As Expected,547,26.9,Worse than Expected,206.4,As Expected,180,33.3,Not Available,,39,0.81,As Expected,72,13,0.95,0.76,0.49,As Expected,65.8,,48,1178,2,12,20,24,27,17
322556,15,DaVita Sandia Peak Dialysis,4,10410 Copper Pointe Way NE,ALBUQUERQUE,NM,87123,Bernalillo,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,160,21.6,As Expected,118.9,As Expected,33,24.5,As Expected,9.8,26,0.39,As Expected,32,28.5,0.45,2.34,0,As Expected,66.5,6,9,356,0,5,28,37,22,8
232648,11,FMC - SANDUSKY,3,47 DAWSON ST STE 3,SANDUSKY,MI,48471,Sanilac,Profit,Yes,Fresenius Medical Care,No,12,Yes,Yes,No,As Expected,221,19.4,As Expected,159.8,As Expected,60,27.8,As Expected,52.3,21,,As Expected,38,9.8,0.48,1.13,0.57,As Expected,51.1,4,17,486,0,9,33,34,14,10
442611,8,DaVita Galleria Dialysis,2,9160 US HIGHWAY 64,LAKELAND,TN,38002,Shelby,Profit,Yes,DaVita,No,16,Yes,No,No,As Expected,177,24.9,As Expected,106.2,As Expected,30,30.6,Not Available,,16,,As Expected,35,11.7,0.31,0.89,0,As Expected,55.4,0,8,373,4,7,21,30,20,22
272514,16,DCI FRONTIER,4,2708 MAIN STREET UNIT #4,MILES CITY,MT,59301,Custer,Non-profit,Yes,"Dialysis Clinic, Inc.",No,10,Yes,Yes,No,As Expected,84,28.1,As Expected,105.1,As Expected,16,14.8,As Expected,8.9,13,,As Expected,22,7.2,1.48,2.29,0,As Expected,82.6,0,3,249,2,3,12,24,39,22
52870,17,Satellite Healthcare Sunnyvale,3,155 NORTH WOLFE RD,SUNNYVALE,CA,94086,Santa Clara,Non-profit,Yes,Satellite Healthcare,No,25,Yes,No,No,As Expected,438,16.2,As Expected,189.5,As Expected,123,27.5,As Expected,30.9,46,1.36,Better than Expected,99,36.1,1.41,1.06,,As Expected,55.5,0,48,798,1,6,25,23,27,19
202512,1,DaVita Boyd Dialysis,3,925 Union Street,BANGOR,ME,4401,Penobscot,Profit,Yes,DaVita,No,20,Yes,Yes,Yes,As Expected,506,23.2,As Expected,132.8,As Expected,86,25.3,As Expected,18,64,2.37,As Expected,93,31.8,1.13,1.59,0.2,As Expected,55.5,0,34,929,8,6,21,30,22,21
362849,9,DaVita Western Ridge Dialysis,3,6909 Good Samaritan Dr. Suite C,CINCINNATI,OH,45247,Hamilton,Profit,Yes,DaVita,No,15,Yes,No,No,As Expected,105,23.4,As Expected,157.7,As Expected,23,20,Not Available,,11,,As Expected,21,13.6,,1.16,0,As Expected,58.3,0,4,220,0,2,25,42,20,12
392895,4,USRC South York,4,2721 S. Queen Street,York,PA,17403,York,Profit,Yes,"US Renal Care, Inc.",No,13,Yes,Yes,No,As Expected,115,17.4,As Expected,123,As Expected,30,19.4,Not Available,,14,,As Expected,25,25.5,1.44,1.34,0,As Expected,62.6,,9,320,0,9,25,27,28,11
422535,6,FMC LORIS DIALYSIS CENTER,4,3827 BELL STREET,LORIS,SC,29569,Horry,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,As Expected,315,20.7,As Expected,110.9,As Expected,64,18.7,As Expected,10.4,33,,As Expected,63,11.2,0.74,1.58,0.25,As Expected,65.3,0,21,650,1,6,17,29,25,23
372600,13,FMCNA - IDABEL DX,3,1104 E LINCOLN ST,IDABEL,OK,74745,McCurtain,Profit,Yes,Fresenius Medical Care,No,17,Yes,Yes,Yes,As Expected,300,23.6,As Expected,170.8,As Expected,67,21,As Expected,32.9,34,0.93,As Expected,53,6.6,1.3,0.92,0.81,As Expected,57.2,0,38,604,0,4,19,22,26,29
382571,16,DaVita Portland Gateway Dialysis,3,9932 NE HALSEY ST,PORTLAND,OR,97220,Multnomah,Profit,Yes,DaVita,Yes,16,Yes,Yes,Yes,As Expected,233,18.6,As Expected,80.6,As Expected,35,17.9,Not Available,,30,,As Expected,52,7.9,0.6,0,0.33,As Expected,54.2,0,7,677,1,6,20,32,19,23
32577,15,032577 YAVAPAI DIALYSIS (FMC),2,3605 RANCH DR,PRESCOTT,AZ,86303,Yavapai,Profit,Yes,Fresenius Medical Care,No,16,Yes,Yes,No,As Expected,288,24.4,As Expected,110,As Expected,32,20,Not Available,,31,0,As Expected,52,7.8,0.74,0,1.04,As Expected,63.4,0,9,455,3,10,24,30,17,19
72511,1,DaVita Greater Waterbury  Dialysis,5,209 Highland Avenue,WATERBURY,CT,6708,New Haven,Profit,Yes,DaVita,Yes,30,Yes,Yes,No,As Expected,710,17.7,As Expected,125.1,As Expected,137,23.2,As Expected,22.5,77,1.2,As Expected,169,20.8,0.83,0.6,0.22,Better than Expected,75.1,3,56,1885,2,7,18,24,29,21
112797,6,FRESENIUS MEDICAL CARE DIALYSIS OF GOLDEN ISLES,1,475 Gateway Center Blvd,BRUNSWICK,GA,31525,Glynn,Profit,Yes,Fresenius Medical Care,No,24,Yes,Yes,No,As Expected,263,25.1,As Expected,171.8,As Expected,70,21.4,As Expected,19.2,22,0,As Expected,52,10.5,1.14,1.07,0.19,As Expected,40.5,0,19,493,0,6,22,24,26,23
102702,7,USRC New Smyrna Beach,3,821 STATE ROAD 44,NEW SMYRNA BEACH,FL,32168,Volusia,Profit,Yes,"US Renal Care, Inc.",No,12,Yes,Yes,Yes,As Expected,287,31.3,As Expected,134.7,As Expected,62,30.5,As Expected,40.4,31,,As Expected,58,6.2,1.12,0.9,0.2,As Expected,74.2,0,29,662,1,7,27,29,26,11
312704,3,DaVita Elmora,4,547 MORRIS AVE,ELIZABETH,NJ,7208,Union,Profit,Yes,DaVita,No,19,Yes,No,No,As Expected,147,13.7,As Expected,127.6,As Expected,54,32.7,As Expected,8.1,30,0.75,As Expected,62,21,0.46,0.62,0.25,As Expected,64.7,3,20,647,0,11,26,36,19,8
102638,7,DaVita Ormond Beach Dialysis,2,420 S NOVA RD SUITE 7,ORMOND BEACH,FL,32174,Volusia,Profit,Yes,DaVita,No,24,Yes,No,No,As Expected,349,26.3,As Expected,136.2,As Expected,77,29.4,As Expected,49,40,0,As Expected,55,11.5,0.75,0.85,0.16,As Expected,64,0,25,650,0,6,26,28,25,15
72541,1,DaVita Willard Avenue Dialysis,4,445E Willard Avenue,NEWINGTON,CT,6111,Hartford,Profit,Yes,DaVita,No,19,Yes,Yes,Yes,As Expected,260,15.3,As Expected,99.4,As Expected,47,23.7,As Expected,43.4,24,,As Expected,65,20.5,1.21,1.66,0.15,As Expected,59.3,0,21,718,1,5,23,30,24,18
422661,6,DaVita Cypress Gardens Dialysis,,418 Broad Street,SUMTER,SC,29150,Sumter,Profit,Yes,DaVita,No,20,Yes,No,No,Not Available,,,Not Available,,Not Available,,,Not Available,,,,As Expected,49,9.7,,,,As Expected,46.8,0,14,437,1,10,22,30,24,13
452789,14,SATELLITE HEALTHCARE MUELLER,3,1801 EAST 51ST STREET,AUSTIN,TX,78723,Travis,Profit,Yes,Satellite Healthcare,No,49,Yes,No,No,As Expected,836,22.1,As Expected,176.8,As Expected,230,28.4,As Expected,21.2,115,0.7,As Expected,211,9.6,0.77,1.21,,As Expected,62.1,0,55,2235,1,8,19,24,28,21
32608,15,032608 AVONDALE DIALYSIS (DSI),2,13055 W MCDOWELL RD STE F101,AVONDALE,AZ,85392,Maricopa,Profit,Yes,Diversified Specialty Institutes (DSI),No,24,Yes,Yes,No,As Expected,230,29.9,As Expected,198.9,As Expected,76,30.8,As Expected,8.4,35,0.99,As Expected,94,2.4,0.91,0.81,0.11,As Expected,64.1,0,11,801,0,10,19,28,25,18
142597,10,FMC - NORTHWESTERN,2,710 N FAIRBANKS CT/OLSON PAVILLION/STE # 4 -200,CHICAGO,IL,60611,Cook,Profit,Yes,Fresenius Medical Care,Yes,42,Yes,Yes,No,As Expected,514,15.9,As Expected,195.8,As Expected,144,25,As Expected,24.8,40,1.14,Better than Expected,129,30.1,0.9,1.18,0.44,Worse than Expected,34.4,0,57,1268,2,6,21,25,30,19
102510,7,DaVita Dialysis Associates of the Palm Beaches,2,2611 POINSETTIA AVE,WEST PALM BEACH,FL,33407,Palm Beach,Profit,Yes,DaVita,No,20,Yes,Yes,No,As Expected,148,14.1,As Expected,148.7,As Expected,28,31.4,Not Available,,12,,As Expected,34,7.1,0.8,0,0,As Expected,49,0,8,366,4,5,18,32,27,17
392811,4,DaVita Montage Home Dialysis,,3409 Birney Avenue,Moosic,PA,18507,Lackawanna,Profit,Yes,DaVita,No,0,No,Yes,Yes,As Expected,131,25.7,As Expected,158.9,As Expected,32,16.3,Not Available,,18,,As Expected,39,30.8,0.94,0.81,,Not Available,,0,8,310,0,3,18,16,30,32
142768,10,DaVita Lawndale Dialysis,3,3934 WEST 24TH ST,CHICAGO,IL,60623,Cook,Profit,Yes,DaVita,Yes,16,Yes,No,No,As Expected,229,22.2,Worse than Expected,220.5,Worse than Expected,55,40.6,As Expected,26.3,35,0.76,As Expected,79,13.5,0.82,0.36,0,As Expected,70.9,0,19,802,1,3,15,17,31,34
